id,email,birth_date,birth_date_year,sex,province,location,distance,steps,time
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2062,2946,2023-05-31-15:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1898,2711,2023-05-31-15:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1453,2076,2023-05-31-16:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2664,3806,2023-05-31-16:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1972,2817,2023-05-31-17:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2049,2927,2023-05-31-17:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,671,958,2023-05-31-18:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1248,1783,2023-05-31-18:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2405,3435,2023-05-31-19:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1390,1986,2023-05-31-19:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1890,2700,2023-05-31-20:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1444,2063,2023-05-31-20:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2449,3498,2023-05-31-21:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,1957,2796,2023-05-31-21:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,807,1153,2023-05-31-22:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2787,3982,2023-05-31-22:30
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,2465,3522,2023-05-31-23:00
3,sangceolgim@live.com,1970-06-25,1970,남자,제주도,전라남도 목포시 상동,700,1000,2023-05-31-23:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3387,4838,2023-05-31-00:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2993,4275,2023-05-31-00:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1719,2456,2023-05-31-01:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1698,2425,2023-05-31-01:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1770,2529,2023-05-31-02:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,742,1060,2023-05-31-02:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1958,2797,2023-05-31-03:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3363,4804,2023-05-31-03:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2307,3296,2023-05-31-04:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1854,2648,2023-05-31-04:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1444,2063,2023-05-31-05:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,885,1264,2023-05-31-05:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3492,4988,2023-05-31-06:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1524,2177,2023-05-31-06:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1448,2068,2023-05-31-07:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1364,1949,2023-05-31-07:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1958,2797,2023-05-31-08:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1130,1614,2023-05-31-08:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1603,2290,2023-05-31-09:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1702,2432,2023-05-31-09:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1897,2710,2023-05-31-10:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3135,4478,2023-05-31-10:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,914,1305,2023-05-31-11:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2310,3300,2023-05-31-11:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,884,1263,2023-05-31-12:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1391,1987,2023-05-31-12:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1897,2710,2023-05-31-13:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,777,1110,2023-05-31-13:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3253,4647,2023-05-31-14:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2857,4081,2023-05-31-14:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3233,4618,2023-05-31-15:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1797,2567,2023-05-31-15:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3104,4434,2023-05-31-16:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,411,587,2023-05-31-16:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3120,4457,2023-05-31-17:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,676,965,2023-05-31-17:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1907,2724,2023-05-31-18:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1922,2745,2023-05-31-18:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1451,2073,2023-05-31-19:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1921,2744,2023-05-31-19:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,540,772,2023-05-31-20:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2650,3785,2023-05-31-20:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2941,4202,2023-05-31-21:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,2944,4205,2023-05-31-21:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1922,2745,2023-05-31-22:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,3452,4932,2023-05-31-22:30
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,741,1059,2023-05-31-23:00
4,xjo@gmail.com,1977-03-26,1977,남자,충청북도,경상북도 포항시 북구 우현동,1524,2177,2023-05-31-23:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1727,2467,2023-05-31-00:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,557,795,2023-05-31-00:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1957,2795,2023-05-31-01:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2481,3544,2023-05-31-01:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2018,2883,2023-05-31-02:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,760,1085,2023-05-31-02:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1617,2310,2023-05-31-03:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1667,2382,2023-05-31-03:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,3478,4969,2023-05-31-04:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,3342,4774,2023-05-31-04:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1799,2570,2023-05-31-05:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1255,1793,2023-05-31-05:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1524,2177,2023-05-31-06:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1132,1617,2023-05-31-06:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1246,1780,2023-05-31-07:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,3207,4582,2023-05-31-07:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2566,3665,2023-05-31-08:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,3326,4752,2023-05-31-08:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2498,3569,2023-05-31-09:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1386,1980,2023-05-31-09:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2475,3535,2023-05-31-10:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2519,3599,2023-05-31-10:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1130,1614,2023-05-31-11:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,585,836,2023-05-31-11:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1582,2260,2023-05-31-12:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,868,1240,2023-05-31-12:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1270,1814,2023-05-31-13:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1656,2366,2023-05-31-13:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1894,2706,2023-05-31-14:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,2987,4267,2023-05-31-14:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1541,2201,2023-05-31-15:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1008,1440,2023-05-31-15:30
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1983,2833,2023-05-31-16:00
5,zi@hanmail.net,1996-09-22,1996,남자,전라남도,충청북도 충주시 문화동,1121,1601,2023-05-31-16:30
